"Name","Serial","Connected","Full OS","Model","Battery","Carrier network","Tags","ICCID","Supervised?","Managed?"
"DLXPJ1U5G5WQ","DLXPJ1U5G5WQ","2019-08-25T21:27:04.000Z","12.4","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPH1RSG5YL","DLXPH1RSG5YL","2019-11-03T23:57:17.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPH0GFG5WQ","DLXPH0GFG5WQ","2019-11-06T00:39:33.000Z","12.3","iPad Air 2 (Cellular)","95%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPG014G5YL","DLXPG014G5YL","2019-11-04T00:10:06.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPD5HTG5YL","DLXPD5HTG5YL","2019-11-06T09:59:53.000Z","12.3","iPad Air 2 (Cellular)","15%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXNP1TQG5WQ","DLXNP1TQG5WQ","2019-05-19T20:33:57.000Z","12.3","iPad Air 2 (Cellular)","76%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXHFLR0DVGG","DLXHFLR0DVGG","2021-08-06T11:57:08.000Z","9.3.6","iPad (3rd Gen.)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXHFLMYDVGG","DLXHFLMYDVGG","2021-08-11T08:29:05.000Z","9.3.6","iPad (3rd Gen.)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXHFL7YDVGG","DLXHFL7YDVGG","2021-05-20T21:18:56.000Z","9.3.6","iPad (3rd Gen.)","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXHFL5WDVGG","DLXHFL5WDVGG","2021-07-20T03:41:01.000Z","9.3.6","iPad (3rd Gen.)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXHFL2KDVGG","DLXHFL2KDVGG","2021-03-25T06:56:08.000Z","9.3.6","iPad (3rd Gen.)","88%","OPTUS","","-","Yes","No"
"DLXHFACXDVGG","DLXHFACXDVGG","2021-05-21T22:52:25.000Z","9.3.6","iPad (3rd Gen.)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXH7648DVGK","DLXH7648DVGK","2021-07-01T08:03:46.000Z","9.3.6","iPad (3rd Gen.)","9%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGT9VEDFHY","DLXGT9VEDFHY","2021-05-26T03:31:29.000Z","9.3.5","iPad 2","10%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGT83SDFHY","DLXGT83SDFHY","2021-05-27T06:14:06.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGT7YXDFHY","DLXGT7YXDFHY","2021-07-10T14:17:41.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGT6GJDFHY","DLXGT6GJDFHY","2021-08-01T07:31:42.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGPK1TDFHY","DLXGPK1TDFHY","2021-06-19T04:47:34.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGMNG1DKPH","DLXGMNG1DKPH","2021-06-11T05:14:52.000Z","9.3.5","iPad 2","75%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGJCA8DKPH","DLXGJCA8DKPH","2021-07-29T05:20:28.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGJ8F8DKPH","DLXGJ8F8DKPH","2021-05-30T23:55:30.000Z","9.3.5","iPad 2","88%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGJ4K6DKPH","DLXGJ4K6DKPH","2021-02-10T03:09:51.000Z","9.3.5","iPad 2","99%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGJ46RDKPH","DLXGJ46RDKPH","2021-05-23T06:44:49.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGJ3VQDKPH","DLXGJ3VQDKPH","2021-06-29T23:36:03.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFFK8DFHY","DLXGFFK8DFHY","2021-08-01T07:41:00.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFFEZDFHY","DLXGFFEZDFHY","2021-06-24T05:28:15.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFFD6DFHY","DLXGFFD6DFHY","2021-06-20T05:30:01.000Z","9.3.5","iPad 2","28%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFFB3DFHY","DLXGFFB3DFHY","2021-06-20T05:20:20.000Z","9.3.5","iPad 2","37%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFF5TDFHY","DLXGFF5TDFHY","2021-07-28T13:11:54.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFEZMDFHY","DLXGFEZMDFHY","2021-08-01T07:17:21.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFEYHDFHY","DLXGFEYHDFHY","2021-06-20T05:24:12.000Z","9.3.5","iPad 2","34%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDXEDFHY","DLXGFDXEDFHY","2021-07-12T00:29:49.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDTZDFHY","DLXGFDTZDFHY","2021-08-01T07:44:28.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDK0DFHY","DLXGFDK0DFHY","2021-07-11T07:26:21.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDH8DFHY","DLXGFDH8DFHY","2021-07-11T03:38:25.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDGZDFHY","DLXGFDGZDFHY","2021-08-01T07:19:10.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDF0DFHY","DLXGFDF0DFHY","2021-06-20T05:32:47.000Z","9.3.5","iPad 2","37%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFDE3DFHY","DLXGFDE3DFHY","2021-07-01T07:58:11.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFCRVDFHY","DLXGFCRVDFHY","2021-05-30T23:59:04.000Z","9.3.5","iPad 2","66%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFCCWDFHY","DLXGFCCWDFHY","2021-07-27T11:55:20.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFBLKDFHY","DLXGFBLKDFHY","2021-05-30T23:58:22.000Z","9.3.5","iPad 2","69%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGFAYVDFHY","DLXGFAYVDFHY","2021-07-05T04:46:10.000Z","9.3.5","iPad 2","43%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXGF20EDFHY","DLXGF20EDFHY","2021-08-04T21:56:31.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5V7QDFHW","DLXG5V7QDFHW","2020-05-14T05:22:14.000Z","9.3.5","iPad 2","73%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5UXKDFHW","DLXG5UXKDFHW","2020-05-14T04:57:14.000Z","9.3.5","iPad 2","10%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5UXEDFHW","DLXG5UXEDFHW","2021-07-16T16:47:13.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5UX1DFHW","DLXG5UX1DFHW","2021-07-15T22:33:01.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5SH7DFHW","DLXG5SH7DFHW","2021-05-30T23:47:36.000Z","9.3.5","iPad 2","93%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RHMDFHW","DLXG5RHMDFHW","2020-05-14T07:13:58.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RF7DFHW","DLXG5RF7DFHW","2020-05-14T06:58:53.000Z","9.3.5","iPad 2","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5READFHW","DLXG5READFHW","2020-05-14T07:07:19.000Z","9.3.5","iPad 2","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RE7DFHW","DLXG5RE7DFHW","2021-04-08T03:49:18.000Z","9.3.5","iPad 2","55%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RDHDFHW","DLXG5RDHDFHW","2020-05-14T05:34:39.000Z","9.3.5","iPad 2","23%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RC7DFHW","DLXG5RC7DFHW","2020-05-14T06:51:34.000Z","9.3.5","iPad 2","21%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RADDFHW","DLXG5RADDFHW","2021-08-01T05:02:12.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RA7DFHW","DLXG5RA7DFHW","2021-07-12T00:12:00.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5RA4DFHW","DLXG5RA4DFHW","2020-05-14T07:00:11.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R9HDFHW","DLXG5R9HDFHW","2021-06-22T05:36:57.000Z","9.3.5","iPad 2","99%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R9DDFHW","DLXG5R9DDFHW","2021-06-30T13:13:16.000Z","9.3.5","iPad 2","10%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R93DFHW","DLXG5R93DFHW","2019-12-23T00:19:53.000Z","9.3.5","iPad 2","38%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R8ADFHW","DLXG5R8ADFHW","2021-05-31T00:04:14.000Z","9.3.5","iPad 2","50%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R7YDFHW","DLXG5R7YDFHW","2019-07-22T03:30:43.000Z","9.3.5","iPad 2","15%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R69DFHW","DLXG5R69DFHW","2021-08-01T01:38:18.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R5WDFHW","DLXG5R5WDFHW","2021-06-16T01:29:48.000Z","9.3.5","iPad 2","94%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5R49DFHW","DLXG5R49DFHW","2021-08-01T06:42:03.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QY9DFHW","DLXG5QY9DFHW","2021-07-29T05:08:41.000Z","9.3.5","iPad 2","89%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QVADFHW","DLXG5QVADFHW","2020-03-18T00:06:14.000Z","9.3.5","iPad 2","43%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QU7DFHW","DLXG5QU7DFHW","2021-08-01T04:40:30.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QU6DFHW","DLXG5QU6DFHW","2021-08-01T01:00:08.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QTRDFHW","DLXG5QTRDFHW","2020-05-14T05:30:07.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QTNDFHW","DLXG5QTNDFHW","2021-08-01T07:35:50.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QSJDFHW","DLXG5QSJDFHW","2021-07-12T14:23:59.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QQSDFHW","DLXG5QQSDFHW","2021-07-31T00:50:31.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QNPDFHW","DLXG5QNPDFHW","2020-05-14T07:15:23.000Z","9.3.5","iPad 2","15%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QLCDFHW","DLXG5QLCDFHW","2021-08-01T07:41:36.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QJHDFHW","DLXG5QJHDFHW","2021-07-27T07:42:56.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QJBDFHW","DLXG5QJBDFHW","2021-06-13T07:11:28.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QHKDFHW","DLXG5QHKDFHW","2020-05-14T05:29:13.000Z","9.3.5","iPad 2","25%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5QFGDFHW","DLXG5QFGDFHW","2020-05-14T04:50:32.000Z","9.3.5","iPad 2","43%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5GBVDFHW","DLXG5GBVDFHW","2020-05-14T07:10:24.000Z","9.3.5","iPad 2","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5GBKDFHW","DLXG5GBKDFHW","2021-06-02T09:29:29.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5G71DFHW","DLXG5G71DFHW","2021-07-30T22:58:23.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5G66DFHW","DLXG5G66DFHW","2021-08-01T07:45:38.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5G0YDFHW","DLXG5G0YDFHW","2021-08-01T06:47:05.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5G00DFHW","DLXG5G00DFHW","2021-08-18T04:12:40.000Z","9.3.5","iPad 2","38%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FXUDFHW","DLXG5FXUDFHW","2021-07-27T17:36:18.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FW0DFHW","DLXG5FW0DFHW","2021-06-29T23:35:46.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FVQDFHW","DLXG5FVQDFHW","2021-06-11T05:14:52.000Z","9.3.5","iPad 2","97%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FT1DFHW","DLXG5FT1DFHW","2021-07-17T18:56:48.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FSQDFHW","DLXG5FSQDFHW","2020-05-14T05:26:27.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FR8DFHW","DLXG5FR8DFHW","2021-08-01T01:21:33.000Z","9.3.5","iPad 2","12%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FPEDFHW","DLXG5FPEDFHW","2021-08-01T07:31:42.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FPDDFHW","DLXG5FPDDFHW","2021-07-10T06:09:49.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FNUDFHW","DLXG5FNUDFHW","2021-06-18T16:28:08.000Z","9.3.5","iPad 2","93%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FN9DFHW","DLXG5FN9DFHW","2021-08-01T07:31:42.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5FLFDFHW","DLXG5FLFDFHW","2020-05-14T07:25:41.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5F0ADFHW","DLXG5F0ADFHW","2020-05-14T06:53:06.000Z","9.3.5","iPad 2","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5EWSDFHW","DLXG5EWSDFHW","2021-08-01T07:38:51.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5ETLDFHW","DLXG5ETLDFHW","2021-06-29T10:10:24.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5ERQDFHW","DLXG5ERQDFHW","2021-08-01T06:42:59.000Z","9.3.5","iPad 2","44%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5DN8DFHW","DLXG5DN8DFHW","2021-07-20T03:43:03.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5D6RDFHW","DLXG5D6RDFHW","2021-07-29T05:13:50.000Z","9.3.5","iPad 2","85%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5CLTDFHW","DLXG5CLTDFHW","2021-06-11T05:11:37.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5CJQDFHW","DLXG5CJQDFHW","2021-07-09T20:18:55.000Z","9.3.5","iPad 2","3%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C9JDFHW","DLXG5C9JDFHW","2021-07-12T18:02:58.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C9FDFHW","DLXG5C9FDFHW","2020-05-14T05:27:05.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C9EDFHW","DLXG5C9EDFHW","2021-08-01T04:41:08.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C95DFHW","DLXG5C95DFHW","2021-08-01T07:40:21.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C8WDFHW","DLXG5C8WDFHW","2021-07-29T05:20:22.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C8MDFHW","DLXG5C8MDFHW","2021-06-16T01:37:45.000Z","9.3.5","iPad 2","99%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5C7PDFHW","DLXG5C7PDFHW","2020-05-14T04:51:04.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BVWDFHW","DLXG5BVWDFHW","2020-05-14T04:51:04.000Z","9.3.5","iPad 2","41%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BVDDFHW","DLXG5BVDDFHW","2021-08-01T04:50:59.000Z","9.3.5","iPad 2","3%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BP5DFHW","DLXG5BP5DFHW","2020-05-14T06:49:47.000Z","9.3.5","iPad 2","97%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BN7DFHW","DLXG5BN7DFHW","2021-08-01T07:19:34.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BMSDFHW","DLXG5BMSDFHW","2021-07-11T23:33:50.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BLPDFHW","DLXG5BLPDFHW","2020-03-16T04:26:35.000Z","9.3.5","iPad 2","18%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BK4DFHW","DLXG5BK4DFHW","2020-05-14T07:09:56.000Z","9.3.5","iPad 2","20%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BEWDFHW","DLXG5BEWDFHW","2021-05-23T06:39:08.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5BC3DFHW","DLXG5BC3DFHW","2020-05-14T07:02:35.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG5AXQDFHW","DLXG5AXQDFHW","2021-07-13T22:37:11.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG59KPDFHW","DLXG59KPDFHW","2021-08-01T01:45:33.000Z","9.3.5","iPad 2","40%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG59K0DFHW","DLXG59K0DFHW","2020-03-13T08:22:16.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG593RDFHW","DLXG593RDFHW","2021-08-01T04:20:39.000Z","9.3.5","iPad 2","56%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG58ARDFHW","DLXG58ARDFHW","2021-08-01T05:06:18.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG57Z7DFHW","DLXG57Z7DFHW","2020-05-14T04:45:26.000Z","9.3.5","iPad 2","54%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG57X3DFHW","DLXG57X3DFHW","2021-06-11T05:02:30.000Z","9.3.5","iPad 2","56%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG57R2DFHW","DLXG57R2DFHW","2021-07-29T05:06:42.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG57Q0DFHW","DLXG57Q0DFHW","2020-05-14T05:01:24.000Z","9.3.5","iPad 2","50%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG57LKDFHW","DLXG57LKDFHW","2021-08-07T11:41:28.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG3ZDSDKPH","DLXG3ZDSDKPH","2020-02-20T19:22:39.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG3C8BDFJ1","DLXG3C8BDFJ1","2021-08-01T00:36:48.000Z","9.3.5","iPad 2 (AT&T)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG3901DFJ1","DLXG3901DFJ1","2019-12-08T22:52:26.000Z","9.3.5","iPad 2 (AT&T)","7%","voda AU","TwilioSuperSIM","-","Yes","Yes"
"DLXG3810DKPH","DLXG3810DKPH","2021-07-01T08:09:13.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG37YPDKPH","DLXG37YPDKPH","2021-06-20T05:24:08.000Z","9.3.5","iPad 2","18%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG372LDKPH","DLXG372LDKPH","2019-12-04T18:58:37.000Z","9.3.5","iPad 2","15%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXG304SDKPH","DLXG304SDKPH","2021-05-22T22:39:37.000Z","9.3.5","iPad 2","91%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXFXLZADFHY","DLXFXLZADFHY","2021-06-30T01:51:48.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXFXG1ADFHY","DLXFXG1ADFHY","2021-07-12T02:01:39.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXFVNW0DKNW","DLXFVNW0DKNW","2020-05-14T07:24:33.000Z","9.3.5","iPad 2 (AT&T)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXFNEFBDFJ2","DLXFNEFBDFJ2","2021-07-23T02:12:37.000Z","9.3.5","iPad 2 (AT&T)","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXFLX51DFJ3","DLXFLX51DFJ3","2021-06-29T02:11:44.000Z","9.3.5","iPad 2 (AT&T)","64%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXFLVTSDFJ3","DLXFLVTSDFJ3","2021-05-30T23:57:41.000Z","9.3.5","iPad 2 (AT&T)","54%","-","TwilioSuperSIM","-","Yes","Yes"
"DKWMP0J3DFHW","DKWMP0J3DFHW","2021-07-11T16:42:22.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DKWMK13FDFHW","DKWMK13FDFHW","2020-03-18T00:05:59.000Z","9.3.5","iPad 2","46%","-","TwilioSuperSIM","-","Yes","Yes"
"DKWLD05ADKNV","DKWLD05ADKNV","2021-05-22T22:33:50.000Z","9.3.5","iPad 2 (AT&T)","91%","-","TwilioSuperSIM","-","Yes","Yes"
"DKWKL01ADFJ1","DKWKL01ADFJ1","2021-08-19T03:31:51.000Z","9.3.5","iPad 2 (AT&T)","0%","-","","-","Yes","Yes"
"DKWKL00MDFJ1","DKWKL00MDFJ1","2021-05-26T01:39:18.000Z","9.3.5","iPad 2 (AT&T)","20%","-","","-","Yes","Yes"
"DKWKL009DFJ1","DKWKL009DFJ1","2021-06-11T05:05:28.000Z","9.3.5","iPad 2 (AT&T)","31%","-","","-","Yes","Yes"
"DKVMJ18MDFHW","DKVMJ18MDFHW","2020-05-14T06:42:15.000Z","9.3.5","iPad 2","98%","-","","-","Yes","Yes"
"DKVMH152DKPH","DKVMH152DKPH","2021-03-25T06:54:36.000Z","9.3.5","iPad 2","88%","-","","-","Yes","No"
"DKVMH14XDKPH","DKVMH14XDKPH","2021-05-31T00:03:30.000Z","9.3.5","iPad 2","67%","-","","-","Yes","Yes"
"DKVMH14UDKPH","DKVMH14UDKPH","2021-06-20T05:31:35.000Z","9.3.5","iPad 2","20%","-","","-","Yes","Yes"
"DKVMH14RDKPH","DKVMH14RDKPH","2021-07-19T20:08:48.000Z","9.3.5","iPad 2","2%","-","","-","Yes","Yes"
"DKVMH14GDKPH","DKVMH14GDKPH","2021-06-19T23:36:04.000Z","9.3.5","iPad 2","100%","-","","-","Yes","Yes"
"DKVMH13XDKPH","DKVMH13XDKPH","2021-07-29T05:05:57.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DKVMH13RDKPH","DKVMH13RDKPH","2020-10-17T06:42:09.000Z","9.3.5","iPad 2","100%","-","","-","Yes","Yes"
"DKVMH13BDKPH","DKVMH13BDKPH","2020-05-14T05:31:46.000Z","9.3.5","iPad 2","43%","-","","-","Yes","Yes"
"DKVMH12JDKPH","DKVMH12JDKPH","2021-08-01T07:35:54.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DKVMH12GDKPH","DKVMH12GDKPH","2021-06-11T05:05:15.000Z","9.3.5","iPad 2","81%","-","","-","Yes","Yes"
"DKVMH11SDKPH","DKVMH11SDKPH","2021-08-01T05:02:33.000Z","9.3.5","iPad 2","1%","-","","-","Yes","Yes"
"DKVMH11RDKPH","DKVMH11RDKPH","2021-08-01T06:07:27.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DKVMH110DKPH","DKVMH110DKPH","2020-05-14T05:27:49.000Z","9.3.5","iPad 2","98%","-","","-","Yes","Yes"
"DKVMH10NDKPH","DKVMH10NDKPH","2020-05-14T05:41:40.000Z","9.3.5","iPad 2","1%","-","","-","Yes","Yes"
"DKVMH0ZMDKPH","DKVMH0ZMDKPH","2020-05-14T06:58:20.000Z","9.3.5","iPad 2","11%","-","","-","Yes","Yes"
"DKVMH0ZKDKPH","DKVMH0ZKDKPH","2020-05-14T07:28:04.000Z","9.3.5","iPad 2","20%","-","","-","Yes","Yes"
"DKVMH0ZGDKPH","DKVMH0ZGDKPH","2021-07-14T12:31:38.000Z","9.3.5","iPad 2","0%","-","","-","Yes","Yes"
"DKVMH0ZFDKPH","DKVMH0ZFDKPH","2021-06-11T05:03:25.000Z","9.3.5","iPad 2","86%","-","","-","Yes","Yes"
"DKVMG04HDFHW","DKVMG04HDFHW","2021-05-16T08:42:23.000Z","9.3.5","iPad 2","100%","-","","-","Yes","Yes"
